organ.hubmap_id	organ.submission_id	samples_without_location_sub_id	samples_without_location_hubmap_id	sample_types	dataset_hubmap_id	organ.group_name	organ.created_by_user_email
HBM732.JXFV.499	STAN0009-SI	[STAN0009-SI-3,STAN0009-SI-3-1]	[HBM545.TFNG.256,HBM432.KLVR.258]	[organ_piece,flash_frozen_liquid_nitrogen]	HBM389.XRDV.828	Stanford TMC	Daniel.cotter@stanford.edu
HBM732.JXFV.499	STAN0009-SI	[STAN0009-SI-3,STAN0009-SI-3-1]	[HBM545.TFNG.256,HBM432.KLVR.258]	[organ_piece,flash_frozen_liquid_nitrogen]	HBM669.FBKC.238	Stanford TMC	Daniel.cotter@stanford.edu
HBM732.JXFV.499	STAN0009-SI	[STAN0009-SI-4,STAN0009-SI-4-1]	[HBM845.DZJK.226,HBM655.RKDX.442]	[organ_piece,flash_frozen_liquid_nitrogen]	HBM564.VFQF.445	Stanford TMC	Daniel.cotter@stanford.edu
HBM732.JXFV.499	STAN0009-SI	[STAN0009-SI-4,STAN0009-SI-4-1]	[HBM845.DZJK.226,HBM655.RKDX.442]	[organ_piece,flash_frozen_liquid_nitrogen]	HBM768.QRTX.295	Stanford TMC	Daniel.cotter@stanford.edu
HBM732.JXFV.499	STAN0009-SI	[STAN0009-SI-4,STAN0009-SI-4-1]	[HBM845.DZJK.226,HBM655.RKDX.442]	[organ_piece,flash_frozen_liquid_nitrogen]	HBM293.WGGB.527	Stanford TMC	Daniel.cotter@stanford.edu
HBM732.JXFV.499	STAN0009-SI	[STAN0009-SI-4,STAN0009-SI-4-1]	[HBM845.DZJK.226,HBM655.RKDX.442]	[organ_piece,flash_frozen_liquid_nitrogen]	HBM893.MCGS.487	Stanford TMC	Daniel.cotter@stanford.edu
HBM732.JXFV.499	STAN0009-SI	[STAN0009-SI-4,STAN0009-SI-4-1]	[HBM845.DZJK.226,HBM655.RKDX.442]	[organ_piece,flash_frozen_liquid_nitrogen]	HBM946.NKHN.264	Stanford TMC	Daniel.cotter@stanford.edu
HBM732.JXFV.499	STAN0009-SI	[STAN0009-SI-4,STAN0009-SI-4-1]	[HBM845.DZJK.226,HBM655.RKDX.442]	[organ_piece,flash_frozen_liquid_nitrogen]	HBM596.PZBR.726	Stanford TMC	Daniel.cotter@stanford.edu
HBM599.JMQN.354	CALT0005-RL	[CALT0005-RL-1]	[HBM288.TQPD.747]	[flash_frozen_liquid_nitrogen]	HBM594.TSSQ.952	California Institute of Technology TMC	liny@wustl.edu
HBM799.NTJX.445	CALT0005-SP	[CALT0005-SP-1]	[HBM442.JGVQ.472]	[flash_frozen_liquid_nitrogen]	HBM583.SKGC.358	California Institute of Technology TMC	liny@wustl.edu
HBM358.XXLW.524	CALT0005-PA	[CALT0005-PA-1]	[HBM683.GZRK.436]	[flash_frozen_liquid_nitrogen]	HBM853.ZMMR.455	California Institute of Technology TMC	liny@wustl.edu
HBM528.RSVK.924	CALT0006-PA	[CALT0006-PA-1]	[HBM644.PBKH.987]	[flash_frozen_liquid_nitrogen]	HBM789.NXXM.463	California Institute of Technology TMC	liny@wustl.edu
HBM374.BJKL.949	CALT0009-LV	[CALT0009-LV-1]	[HBM386.CMDS.872]	[flash_frozen_liquid_nitrogen]	HBM984.NZMN.653	California Institute of Technology TMC	liny@wustl.edu
HBM534.GRVM.634	CALT0011-LV	[CALT0011-LV-1]	[HBM355.SRXZ.437]	[flash_frozen_liquid_nitrogen]	HBM762.TPPN.463	California Institute of Technology TMC	danaj77@uw.edu
HBM633.FBGQ.667	UCSD0034-LK	[UCSD0034-LK-1,UCSD0034-LK-1-1,UCSD0034-LK-1-1-1]	[HBM674.NJDT.733,HBM757.NMDS.629,HBM893.FCKS.553]	[biopsy,fresh_frozen_oct_block,cryosections_curls_rnalater]	HBM464.WWCM.665	University of California San Diego TMC	aknoten@wustl.edu
HBM444.KFWC.293	CALT0013-HT	[CALT0013-HT-1,CALT0013-HT-1-1]	[HBM358.NWPX.662,HBM427.JWVV.723]	[organ_piece,flash_frozen_liquid_nitrogen]	HBM752.FCBR.973	California Institute of Technology TMC	liny@wustl.edu
HBM444.KFWC.293	CALT0013-HT	[CALT0013-HT-1,CALT0013-HT-1-1]	[HBM358.NWPX.662,HBM427.JWVV.723]	[organ_piece,flash_frozen_liquid_nitrogen]	HBM945.QNRF.244	California Institute of Technology TMC	liny@wustl.edu
HBM757.PDJN.632	UCSD0035-LK	[UCSD0035-LK-1,UCSD0035-LK-1-1,UCSD0035-LK-1-1-1]	[HBM872.XRHM.685,HBM345.QSPF.289,HBM954.WLNP.875]	[biopsy,fresh_frozen_oct_block,cryosections_curls_rnalater]	HBM435.LJRQ.646	University of California San Diego TMC	aknoten@wustl.edu
HBM396.GVZQ.634	VAN0019-LK	[VAN0019-LK-2-4,VAN0019-LK-2-5,VAN0019-LK-2-1,VAN0019-LK-2-2,VAN0019-LK-2-3]	[HBM863.VCVQ.399,HBM587.BTRJ.636,HBM227.KNHG.446,HBM269.PVZS.872,HBM954.PPST.454]	[fresh_frozen_tissue_section,fresh_frozen_tissue_section,fresh_frozen_tissue_section,fresh_frozen_tissue_section,fresh_frozen_tissue_section]	HBM344.HKXT.423	Vanderbilt TMC	allenj2@vanderbilt.edu
HBM357.FPZP.487	VAN0020-RK	[VAN0020-RK-4-1,VAN0020-RK-4-2,VAN0020-RK-4-3,VAN0020-RK-4-4,VAN0020-RK-4-5]	[HBM792.TJSP.462,HBM992.SSBG.534,HBM652.LVFG.449,HBM768.VKSS.237,HBM474.ZHFM.549]	[fresh_frozen_tissue_section,fresh_frozen_tissue_section,fresh_frozen_tissue_section,fresh_frozen_tissue_section,fresh_frozen_tissue_section]	HBM829.WPMT.279	Vanderbilt TMC	allenj2@vanderbilt.edu
HBM653.ZQBJ.756	VAN0021-LK	[VAN0021-LK-3-1,VAN0021-LK-3-2,VAN0021-LK-3-3,VAN0021-LK-3-4,VAN0021-LK-3-5]	[HBM998.GFBL.889,HBM755.CTXN.646,HBM957.LWPR.958,HBM683.MWLG.883,HBM424.WQBZ.889]	[fresh_frozen_tissue_section,fresh_frozen_tissue_section,fresh_frozen_tissue_section,fresh_frozen_tissue_section,fresh_frozen_tissue_section]	HBM569.KMPP.778	Vanderbilt TMC	allenj2@vanderbilt.edu
HBM653.ZQBJ.756	VAN0021-LK	[VAN0021-LK-4-1,VAN0021-LK-4-2,VAN0021-LK-4-3,VAN0021-LK-4-4,VAN0021-LK-4-5]	[HBM656.CWTC.655,HBM295.TCFL.269,HBM962.MLGW.447,HBM565.FXPT.294,HBM596.RTCT.583]	[fresh_frozen_tissue_section,fresh_frozen_tissue_section,fresh_frozen_tissue_section,fresh_frozen_tissue_section,fresh_frozen_tissue_section]	HBM938.FRHG.524	Vanderbilt TMC	allenj2@vanderbilt.edu
HBM932.XHMZ.894	VAN0022-RK	[VAN0022-RK-2-1,VAN0022-RK-2-2,VAN0022-RK-2-3,VAN0022-RK-2-4,VAN0022-RK-2-5]	[HBM464.CNPQ.643,HBM454.MBSX.248,HBM966.RPKF.883,HBM676.NPZJ.477,HBM693.SVCT.785]	[fresh_frozen_tissue_section,fresh_frozen_tissue_section,fresh_frozen_tissue_section,fresh_frozen_tissue_section,fresh_frozen_tissue_section]	HBM234.FFHQ.425	Vanderbilt TMC	allenj2@vanderbilt.edu
HBM762.KVTQ.296	VAN0023-LK	[VAN0023-LK-1-1,VAN0023-LK-1-2,VAN0023-LK-1-3,VAN0023-LK-1-4,VAN0023-LK-1-5]	[HBM835.RHNV.848,HBM493.KTDN.522,HBM844.VRJH.439,HBM422.PMHG.734,HBM466.WVCC.448]	[fresh_frozen_tissue_section,fresh_frozen_tissue_section,fresh_frozen_tissue_section,fresh_frozen_tissue_section,fresh_frozen_tissue_section]	HBM276.ZMTV.784	Vanderbilt TMC	allenj2@vanderbilt.edu
HBM663.PZTW.657	VAN0024-LK	[VAN0024-LK-1-1,VAN0024-LK-1-2,VAN0024-LK-1-3,VAN0024-LK-1-4,VAN0024-LK-1-5]	[HBM528.QKBV.583,HBM482.NQGJ.564,HBM294.DLGD.374,HBM753.XKKQ.366,HBM739.CMKB.956]	[fresh_frozen_tissue_section,fresh_frozen_tissue_section,fresh_frozen_tissue_section,fresh_frozen_tissue_section,fresh_frozen_tissue_section]	HBM435.MKRV.485	Vanderbilt TMC	allenj2@vanderbilt.edu
HBM374.RHQC.633	VAN0027-RK	[VAN0027-RK-1-1,VAN0027-RK-1-2,VAN0027-RK-1-3,VAN0027-RK-1-4,VAN0027-RK-1-5]	[HBM332.LMNZ.389,HBM769.XFDF.779,HBM393.CVJL.293,HBM469.LCVH.739,HBM939.MTCT.658]	[fresh_frozen_tissue_section,fresh_frozen_tissue_section,fresh_frozen_tissue_section,fresh_frozen_tissue_section,fresh_frozen_tissue_section]	HBM952.RNFS.983	Vanderbilt TMC	allenj2@vanderbilt.edu
HBM374.RHQC.633	VAN0027-RK	[VAN0027-RK-4-1,VAN0027-RK-4-2,VAN0027-RK-4-3,VAN0027-RK-4-4,VAN0027-RK-4-5]	[HBM987.QLWG.439,HBM974.WZFD.632,HBM829.SBFD.588,HBM362.KVCX.768,HBM326.KZBQ.833]	[fresh_frozen_tissue_section,fresh_frozen_tissue_section,fresh_frozen_tissue_section,fresh_frozen_tissue_section,fresh_frozen_tissue_section]	HBM726.VXBQ.393	Vanderbilt TMC	allenj2@vanderbilt.edu
HBM765.TZRX.732	VAN0025-LK	[VAN0025-LK-3-1,VAN0025-LK-3-2,VAN0025-LK-3-3,VAN0025-LK-3-4,VAN0025-LK-3-5]	[HBM435.DPWC.796,HBM466.PDTR.677,HBM265.TZFJ.683,HBM344.GGXW.948,HBM493.HRDV.453]	[fresh_frozen_tissue_section,fresh_frozen_tissue_section,fresh_frozen_tissue_section,fresh_frozen_tissue_section,fresh_frozen_tissue_section]	HBM449.SKWJ.362	Vanderbilt TMC	allenj2@vanderbilt.edu
HBM564.NCXG.375	UCSD0002-RK	[UCSD0002-RK-2,UCSD0002-RK-2-1,UCSD0002-RK-2-1-1]	[HBM323.RLSV.654,HBM488.WFDQ.293,HBM924.XQRQ.386]	[organ_piece,fresh_frozen_oct_block,cryosections_curls_from_fresh_frozen_oct]	HBM495.BLDC.993	University of California San Diego TMC	salamond@wustl.edu
HBM564.NCXG.375	UCSD0002-RK	[UCSD0002-RK-2,UCSD0002-RK-2-1,UCSD0002-RK-2-1-1]	[HBM323.RLSV.654,HBM488.WFDQ.293,HBM924.XQRQ.386]	[organ_piece,fresh_frozen_oct_block,cryosections_curls_from_fresh_frozen_oct]	HBM759.GLXZ.545	University of California San Diego TMC	salamond@wustl.edu
HBM564.NCXG.375	UCSD0002-RK	[UCSD0002-RK-2,UCSD0002-RK-2-1,UCSD0002-RK-2-1-1]	[HBM323.RLSV.654,HBM488.WFDQ.293,HBM924.XQRQ.386]	[organ_piece,fresh_frozen_oct_block,cryosections_curls_from_fresh_frozen_oct]	HBM369.KBTP.935	University of California San Diego TMC	salamond@wustl.edu
HBM564.NCXG.375	UCSD0002-RK	[UCSD0002-RK-2,UCSD0002-RK-2-1,UCSD0002-RK-2-1-1]	[HBM323.RLSV.654,HBM488.WFDQ.293,HBM924.XQRQ.386]	[organ_piece,fresh_frozen_oct_block,cryosections_curls_from_fresh_frozen_oct]	HBM544.RVLT.964	University of California San Diego TMC	salamond@wustl.edu
HBM564.NCXG.375	UCSD0002-RK	[UCSD0002-RK-2,UCSD0002-RK-2-1,UCSD0002-RK-2-1-1]	[HBM323.RLSV.654,HBM488.WFDQ.293,HBM924.XQRQ.386]	[organ_piece,fresh_frozen_oct_block,cryosections_curls_from_fresh_frozen_oct]	HBM969.XTPP.352	University of California San Diego TMC	salamond@wustl.edu
HBM564.NCXG.375	UCSD0002-RK	[UCSD0002-RK-2,UCSD0002-RK-2-1,UCSD0002-RK-2-1-1]	[HBM323.RLSV.654,HBM488.WFDQ.293,HBM924.XQRQ.386]	[organ_piece,fresh_frozen_oct_block,cryosections_curls_from_fresh_frozen_oct]	HBM929.XWLH.575	University of California San Diego TMC	salamond@wustl.edu
HBM564.NCXG.375	UCSD0002-RK	[UCSD0002-RK-2,UCSD0002-RK-2-1,UCSD0002-RK-2-1-1]	[HBM323.RLSV.654,HBM488.WFDQ.293,HBM924.XQRQ.386]	[organ_piece,fresh_frozen_oct_block,cryosections_curls_from_fresh_frozen_oct]	HBM855.HVVZ.582	University of California San Diego TMC	salamond@wustl.edu
HBM564.NCXG.375	UCSD0002-RK	[UCSD0002-RK-2,UCSD0002-RK-2-1,UCSD0002-RK-2-1-1]	[HBM323.RLSV.654,HBM488.WFDQ.293,HBM924.XQRQ.386]	[organ_piece,fresh_frozen_oct_block,cryosections_curls_from_fresh_frozen_oct]	HBM735.QRQS.997	University of California San Diego TMC	salamond@wustl.edu
HBM564.NCXG.375	UCSD0002-RK	[UCSD0002-RK-2,UCSD0002-RK-2-1,UCSD0002-RK-2-1-1]	[HBM323.RLSV.654,HBM488.WFDQ.293,HBM924.XQRQ.386]	[organ_piece,fresh_frozen_oct_block,cryosections_curls_from_fresh_frozen_oct]	HBM535.DNDR.477	University of California San Diego TMC	salamond@wustl.edu
HBM564.NCXG.375	UCSD0002-RK	[UCSD0002-RK-2,UCSD0002-RK-2-1,UCSD0002-RK-2-1-1]	[HBM323.RLSV.654,HBM488.WFDQ.293,HBM924.XQRQ.386]	[organ_piece,fresh_frozen_oct_block,cryosections_curls_from_fresh_frozen_oct]	HBM777.CNRD.787	University of California San Diego TMC	salamond@wustl.edu
HBM564.NCXG.375	UCSD0002-RK	[UCSD0002-RK-2,UCSD0002-RK-2-1,UCSD0002-RK-2-1-1]	[HBM323.RLSV.654,HBM488.WFDQ.293,HBM924.XQRQ.386]	[organ_piece,fresh_frozen_oct_block,cryosections_curls_from_fresh_frozen_oct]	HBM656.PGLB.667	University of California San Diego TMC	salamond@wustl.edu
HBM564.NCXG.375	UCSD0002-RK	[UCSD0002-RK-2,UCSD0002-RK-2-1,UCSD0002-RK-2-1-1]	[HBM323.RLSV.654,HBM488.WFDQ.293,HBM924.XQRQ.386]	[organ_piece,fresh_frozen_oct_block,cryosections_curls_from_fresh_frozen_oct]	HBM697.DCBR.894	University of California San Diego TMC	salamond@wustl.edu
HBM564.NCXG.375	UCSD0002-RK	[UCSD0002-RK-2,UCSD0002-RK-2-1,UCSD0002-RK-2-1-1]	[HBM323.RLSV.654,HBM488.WFDQ.293,HBM924.XQRQ.386]	[organ_piece,fresh_frozen_oct_block,cryosections_curls_from_fresh_frozen_oct]	HBM983.BZFG.839	University of California San Diego TMC	salamond@wustl.edu
HBM564.NCXG.375	UCSD0002-RK	[UCSD0002-RK-2,UCSD0002-RK-2-1,UCSD0002-RK-2-1-1]	[HBM323.RLSV.654,HBM488.WFDQ.293,HBM924.XQRQ.386]	[organ_piece,fresh_frozen_oct_block,cryosections_curls_from_fresh_frozen_oct]	HBM958.MTZX.874	University of California San Diego TMC	salamond@wustl.edu
HBM564.NCXG.375	UCSD0002-RK	[UCSD0002-RK-2,UCSD0002-RK-2-1,UCSD0002-RK-2-1-1]	[HBM323.RLSV.654,HBM488.WFDQ.293,HBM924.XQRQ.386]	[organ_piece,fresh_frozen_oct_block,cryosections_curls_from_fresh_frozen_oct]	HBM233.DXLM.923	University of California San Diego TMC	salamond@wustl.edu
HBM564.NCXG.375	UCSD0002-RK	[UCSD0002-RK-2,UCSD0002-RK-2-1,UCSD0002-RK-2-1-1]	[HBM323.RLSV.654,HBM488.WFDQ.293,HBM924.XQRQ.386]	[organ_piece,fresh_frozen_oct_block,cryosections_curls_from_fresh_frozen_oct]	HBM934.ZGDF.266	University of California San Diego TMC	salamond@wustl.edu
HBM564.NCXG.375	UCSD0002-RK	[UCSD0002-RK-2,UCSD0002-RK-2-1,UCSD0002-RK-2-1-1]	[HBM323.RLSV.654,HBM488.WFDQ.293,HBM924.XQRQ.386]	[organ_piece,fresh_frozen_oct_block,cryosections_curls_from_fresh_frozen_oct]	HBM679.DRJV.822	University of California San Diego TMC	salamond@wustl.edu
HBM564.NCXG.375	UCSD0002-RK	[UCSD0002-RK-2,UCSD0002-RK-2-1,UCSD0002-RK-2-1-1]	[HBM323.RLSV.654,HBM488.WFDQ.293,HBM924.XQRQ.386]	[organ_piece,fresh_frozen_oct_block,cryosections_curls_from_fresh_frozen_oct]	HBM874.KHKH.889	University of California San Diego TMC	salamond@wustl.edu
HBM564.NCXG.375	UCSD0002-RK	[UCSD0002-RK-1,UCSD0002-RK-1-1,UCSD0002-RK-1-1-1]	[HBM884.WHRD.634,HBM657.RHNH.839,HBM732.FVDS.695]	[organ_piece,fresh_frozen_oct_block,cryosections_curls_from_fresh_frozen_oct]	HBM953.MFWM.468	University of California San Diego TMC	salamond@wustl.edu
HBM564.NCXG.375	UCSD0002-RK	[UCSD0002-RK-1,UCSD0002-RK-1-1,UCSD0002-RK-1-1-1]	[HBM884.WHRD.634,HBM657.RHNH.839,HBM732.FVDS.695]	[organ_piece,fresh_frozen_oct_block,cryosections_curls_from_fresh_frozen_oct]	HBM325.SZSP.553	University of California San Diego TMC	salamond@wustl.edu
HBM564.NCXG.375	UCSD0002-RK	[UCSD0002-RK-1,UCSD0002-RK-1-1,UCSD0002-RK-1-1-1]	[HBM884.WHRD.634,HBM657.RHNH.839,HBM732.FVDS.695]	[organ_piece,fresh_frozen_oct_block,cryosections_curls_from_fresh_frozen_oct]	HBM967.WWVF.397	University of California San Diego TMC	salamond@wustl.edu
HBM564.NCXG.375	UCSD0002-RK	[UCSD0002-RK-1,UCSD0002-RK-1-1,UCSD0002-RK-1-1-1]	[HBM884.WHRD.634,HBM657.RHNH.839,HBM732.FVDS.695]	[organ_piece,fresh_frozen_oct_block,cryosections_curls_from_fresh_frozen_oct]	HBM532.CRXC.939	University of California San Diego TMC	salamond@wustl.edu
HBM564.NCXG.375	UCSD0002-RK	[UCSD0002-RK-1,UCSD0002-RK-1-1,UCSD0002-RK-1-1-1]	[HBM884.WHRD.634,HBM657.RHNH.839,HBM732.FVDS.695]	[organ_piece,fresh_frozen_oct_block,cryosections_curls_from_fresh_frozen_oct]	HBM355.XPPK.432	University of California San Diego TMC	salamond@wustl.edu
HBM564.NCXG.375	UCSD0002-RK	[UCSD0002-RK-1,UCSD0002-RK-1-1,UCSD0002-RK-1-1-1]	[HBM884.WHRD.634,HBM657.RHNH.839,HBM732.FVDS.695]	[organ_piece,fresh_frozen_oct_block,cryosections_curls_from_fresh_frozen_oct]	HBM358.MZKN.429	University of California San Diego TMC	salamond@wustl.edu
HBM564.NCXG.375	UCSD0002-RK	[UCSD0002-RK-1,UCSD0002-RK-1-1,UCSD0002-RK-1-1-1]	[HBM884.WHRD.634,HBM657.RHNH.839,HBM732.FVDS.695]	[organ_piece,fresh_frozen_oct_block,cryosections_curls_from_fresh_frozen_oct]	HBM422.XWFJ.789	University of California San Diego TMC	salamond@wustl.edu
HBM564.NCXG.375	UCSD0002-RK	[UCSD0002-RK-1,UCSD0002-RK-1-1,UCSD0002-RK-1-1-1]	[HBM884.WHRD.634,HBM657.RHNH.839,HBM732.FVDS.695]	[organ_piece,fresh_frozen_oct_block,cryosections_curls_from_fresh_frozen_oct]	HBM788.CRCH.658	University of California San Diego TMC	salamond@wustl.edu
HBM564.NCXG.375	UCSD0002-RK	[UCSD0002-RK-1,UCSD0002-RK-1-1,UCSD0002-RK-1-1-1]	[HBM884.WHRD.634,HBM657.RHNH.839,HBM732.FVDS.695]	[organ_piece,fresh_frozen_oct_block,cryosections_curls_from_fresh_frozen_oct]	HBM276.QGRM.624	University of California San Diego TMC	salamond@wustl.edu
HBM564.NCXG.375	UCSD0002-RK	[UCSD0002-RK-1,UCSD0002-RK-1-1,UCSD0002-RK-1-1-1]	[HBM884.WHRD.634,HBM657.RHNH.839,HBM732.FVDS.695]	[organ_piece,fresh_frozen_oct_block,cryosections_curls_from_fresh_frozen_oct]	HBM257.HHRB.738	University of California San Diego TMC	salamond@wustl.edu
HBM564.NCXG.375	UCSD0002-RK	[UCSD0002-RK-1,UCSD0002-RK-1-1,UCSD0002-RK-1-1-1]	[HBM884.WHRD.634,HBM657.RHNH.839,HBM732.FVDS.695]	[organ_piece,fresh_frozen_oct_block,cryosections_curls_from_fresh_frozen_oct]	HBM926.LQPP.353	University of California San Diego TMC	salamond@wustl.edu
HBM564.NCXG.375	UCSD0002-RK	[UCSD0002-RK-1,UCSD0002-RK-1-1,UCSD0002-RK-1-1-1]	[HBM884.WHRD.634,HBM657.RHNH.839,HBM732.FVDS.695]	[organ_piece,fresh_frozen_oct_block,cryosections_curls_from_fresh_frozen_oct]	HBM283.TSZC.443	University of California San Diego TMC	salamond@wustl.edu
HBM564.NCXG.375	UCSD0002-RK	[UCSD0002-RK-1,UCSD0002-RK-1-1,UCSD0002-RK-1-1-1]	[HBM884.WHRD.634,HBM657.RHNH.839,HBM732.FVDS.695]	[organ_piece,fresh_frozen_oct_block,cryosections_curls_from_fresh_frozen_oct]	HBM793.LLWK.926	University of California San Diego TMC	salamond@wustl.edu
HBM564.NCXG.375	UCSD0002-RK	[UCSD0002-RK-1,UCSD0002-RK-1-1,UCSD0002-RK-1-1-1]	[HBM884.WHRD.634,HBM657.RHNH.839,HBM732.FVDS.695]	[organ_piece,fresh_frozen_oct_block,cryosections_curls_from_fresh_frozen_oct]	HBM843.BVPC.439	University of California San Diego TMC	salamond@wustl.edu
HBM564.NCXG.375	UCSD0002-RK	[UCSD0002-RK-1,UCSD0002-RK-1-1,UCSD0002-RK-1-1-1]	[HBM884.WHRD.634,HBM657.RHNH.839,HBM732.FVDS.695]	[organ_piece,fresh_frozen_oct_block,cryosections_curls_from_fresh_frozen_oct]	HBM799.RNNX.544	University of California San Diego TMC	salamond@wustl.edu
HBM564.NCXG.375	UCSD0002-RK	[UCSD0002-RK-1,UCSD0002-RK-1-1,UCSD0002-RK-1-1-1]	[HBM884.WHRD.634,HBM657.RHNH.839,HBM732.FVDS.695]	[organ_piece,fresh_frozen_oct_block,cryosections_curls_from_fresh_frozen_oct]	HBM283.ZBLB.947	University of California San Diego TMC	salamond@wustl.edu
HBM564.NCXG.375	UCSD0002-RK	[UCSD0002-RK-1,UCSD0002-RK-1-1,UCSD0002-RK-1-1-1]	[HBM884.WHRD.634,HBM657.RHNH.839,HBM732.FVDS.695]	[organ_piece,fresh_frozen_oct_block,cryosections_curls_from_fresh_frozen_oct]	HBM437.LLQK.923	University of California San Diego TMC	salamond@wustl.edu
HBM564.NCXG.375	UCSD0002-RK	[UCSD0002-RK-1,UCSD0002-RK-1-1,UCSD0002-RK-1-1-1]	[HBM884.WHRD.634,HBM657.RHNH.839,HBM732.FVDS.695]	[organ_piece,fresh_frozen_oct_block,cryosections_curls_from_fresh_frozen_oct]	HBM827.WTDW.339	University of California San Diego TMC	salamond@wustl.edu
HBM933.TDKH.265	UCSD0003-LK	[UCSD0003-LK-1,UCSD0003-LK-1-1,UCSD0003-LK-1-1-1]	[HBM794.BXLQ.994,HBM884.MSJW.665,HBM488.WSFW.995]	[organ_piece,fresh_frozen_oct_block,cryosections_curls_from_fresh_frozen_oct]	HBM792.THWF.584	University of California San Diego TMC	salamond@wustl.edu
HBM933.TDKH.265	UCSD0003-LK	[UCSD0003-LK-1,UCSD0003-LK-1-1,UCSD0003-LK-1-1-1]	[HBM794.BXLQ.994,HBM884.MSJW.665,HBM488.WSFW.995]	[organ_piece,fresh_frozen_oct_block,cryosections_curls_from_fresh_frozen_oct]	HBM687.NHTP.484	University of California San Diego TMC	salamond@wustl.edu
HBM933.TDKH.265	UCSD0003-LK	[UCSD0003-LK-1,UCSD0003-LK-1-1,UCSD0003-LK-1-1-1]	[HBM794.BXLQ.994,HBM884.MSJW.665,HBM488.WSFW.995]	[organ_piece,fresh_frozen_oct_block,cryosections_curls_from_fresh_frozen_oct]	HBM268.ZFKD.556	University of California San Diego TMC	salamond@wustl.edu
HBM933.TDKH.265	UCSD0003-LK	[UCSD0003-LK-1,UCSD0003-LK-1-1,UCSD0003-LK-1-1-1]	[HBM794.BXLQ.994,HBM884.MSJW.665,HBM488.WSFW.995]	[organ_piece,fresh_frozen_oct_block,cryosections_curls_from_fresh_frozen_oct]	HBM862.MQKX.879	University of California San Diego TMC	salamond@wustl.edu
HBM933.TDKH.265	UCSD0003-LK	[UCSD0003-LK-1,UCSD0003-LK-1-1,UCSD0003-LK-1-1-1]	[HBM794.BXLQ.994,HBM884.MSJW.665,HBM488.WSFW.995]	[organ_piece,fresh_frozen_oct_block,cryosections_curls_from_fresh_frozen_oct]	HBM278.KNCN.395	University of California San Diego TMC	salamond@wustl.edu
HBM933.TDKH.265	UCSD0003-LK	[UCSD0003-LK-1,UCSD0003-LK-1-1,UCSD0003-LK-1-1-1]	[HBM794.BXLQ.994,HBM884.MSJW.665,HBM488.WSFW.995]	[organ_piece,fresh_frozen_oct_block,cryosections_curls_from_fresh_frozen_oct]	HBM554.CCRV.845	University of California San Diego TMC	salamond@wustl.edu
HBM933.TDKH.265	UCSD0003-LK	[UCSD0003-LK-1,UCSD0003-LK-1-1,UCSD0003-LK-1-1-1]	[HBM794.BXLQ.994,HBM884.MSJW.665,HBM488.WSFW.995]	[organ_piece,fresh_frozen_oct_block,cryosections_curls_from_fresh_frozen_oct]	HBM689.LCRJ.477	University of California San Diego TMC	salamond@wustl.edu
HBM933.TDKH.265	UCSD0003-LK	[UCSD0003-LK-1,UCSD0003-LK-1-1,UCSD0003-LK-1-1-1]	[HBM794.BXLQ.994,HBM884.MSJW.665,HBM488.WSFW.995]	[organ_piece,fresh_frozen_oct_block,cryosections_curls_from_fresh_frozen_oct]	HBM432.PTNX.498	University of California San Diego TMC	salamond@wustl.edu
HBM933.TDKH.265	UCSD0003-LK	[UCSD0003-LK-1,UCSD0003-LK-1-1,UCSD0003-LK-1-1-1]	[HBM794.BXLQ.994,HBM884.MSJW.665,HBM488.WSFW.995]	[organ_piece,fresh_frozen_oct_block,cryosections_curls_from_fresh_frozen_oct]	HBM779.SHMP.226	University of California San Diego TMC	salamond@wustl.edu
HBM933.TDKH.265	UCSD0003-LK	[UCSD0003-LK-1,UCSD0003-LK-1-1,UCSD0003-LK-1-1-1]	[HBM794.BXLQ.994,HBM884.MSJW.665,HBM488.WSFW.995]	[organ_piece,fresh_frozen_oct_block,cryosections_curls_from_fresh_frozen_oct]	HBM834.JBKV.339	University of California San Diego TMC	salamond@wustl.edu
HBM933.TDKH.265	UCSD0003-LK	[UCSD0003-LK-1,UCSD0003-LK-1-1,UCSD0003-LK-1-1-1]	[HBM794.BXLQ.994,HBM884.MSJW.665,HBM488.WSFW.995]	[organ_piece,fresh_frozen_oct_block,cryosections_curls_from_fresh_frozen_oct]	HBM549.NJQF.383	University of California San Diego TMC	salamond@wustl.edu
HBM933.TDKH.265	UCSD0003-LK	[UCSD0003-LK-1,UCSD0003-LK-1-1,UCSD0003-LK-1-1-1]	[HBM794.BXLQ.994,HBM884.MSJW.665,HBM488.WSFW.995]	[organ_piece,fresh_frozen_oct_block,cryosections_curls_from_fresh_frozen_oct]	HBM939.JQZM.569	University of California San Diego TMC	salamond@wustl.edu
HBM933.TDKH.265	UCSD0003-LK	[UCSD0003-LK-2,UCSD0003-LK-2-1,UCSD0003-LK-2-1-1]	[HBM578.GNTF.748,HBM867.KTVV.927,HBM596.XNXP.353]	[organ_piece,fresh_frozen_oct_block,cryosections_curls_from_fresh_frozen_oct]	HBM834.WSBV.784	University of California San Diego TMC	salamond@wustl.edu
